Time,Intermittent phase,Intermittent mode,Pressure [hPa],Salinity [ä],O_ [% air sat.],O_ MovAvg [% air sat.],O_ Phase,O_ Amplitude,Temperature [¡C],Temperature MovAvg [¡C],Temperature used for compensation [¡C],PowerX4-EAC7 voltage [V] (flush),PowerX4-EAC7 relay number (flush),PowerX4-EAC7 relay state (flush),PowerX4-EAC7 relay current [mA] (flush),PowerX4-EAC7 parent voltage [V] (recirc),PowerX4-EAC7 relay number (recirc),PowerX4-EAC7 relay state (recirc),PowerX4-EAC7 relay current [mA] (recirc)
12:43:21 PM,F11,RITF,1013.25,29.13,104.72,104.72,27.65,7943,19.32,19.32,19.32,113000,2,ON,340,113000,1,OFF,0
12:43:22 PM,F11,RITF,1013.25,29.13,104.82,104.82,27.64,7933,19.32,19.32,19.32,113000,2,ON,340,113000,1,OFF,0
12:43:23 PM,F11,RITF,1013.25,29.13,104.52,104.52,27.67,7934,19.32,19.32,19.32,113000,2,ON,340,113000,1,OFF,0
12:43:24 PM,F11,RITF,1013.25,29.13,104.8,104.8,27.64,7934,19.33,19.33,19.33,113000,2,ON,340,113000,1,OFF,0
12:43:25 PM,F11,RITF,1013.25,29.13,104.7,104.7,27.65,7924,19.33,19.33,19.33,113000,2,ON,340,113000,1,OFF,0
12:43:26 PM,F11,RITF,1013.25,29.13,105.11,105.11,27.61,7930,19.32,19.32,19.32,113000,2,ON,340,113000,1,OFF,0
12:43:27 PM,F11,RITF,1013.25,29.13,105.09,105.09,27.61,7926,19.33,19.33,19.33,113000,2,ON,340,113000,1,OFF,0
12:43:28 PM,F11,RITF,1013.25,29.13,105.19,105.19,27.6,7917,19.33,19.33,19.33,113000,2,ON,340,113000,1,OFF,0
12:43:29 PM,F11,RITF,1013.25,29.13,105.29,105.29,27.59,7913,19.33,19.33,19.33,113000,2,ON,340,113000,1,OFF,0
12:43:30 PM,F11,RITF,1013.25,29.13,105.27,105.27,27.59,7921,19.34,19.34,19.34,113000,2,ON,342,113000,1,OFF,0
12:43:31 PM,F11,RITF,1013.25,29.13,104.97,104.97,27.62,7920,19.34,19.34,19.34,113000,2,ON,342,113000,1,OFF,0
12:43:32 PM,F11,RITF,1013.25,29.13,105.45,105.45,27.57,7916,19.35,19.35,19.35,113000,2,ON,342,113000,1,OFF,0
12:43:33 PM,F11,RITF,1013.25,29.13,105.15,105.15,27.6,7919,19.35,19.35,19.35,113000,2,ON,342,113000,1,OFF,0
12:43:34 PM,F11,RITF,1013.25,29.13,105.39,105.39,27.58,7919,19.33,19.33,19.33,113000,2,ON,342,113000,1,OFF,0
12:43:35 PM,F11,RITF,1013.25,29.13,105.19,105.19,27.6,7913,19.33,19.33,19.33,113000,2,ON,342,113000,1,OFF,0
12:43:36 PM,F11,RITF,1013.25,29.13,105.41,105.41,27.58,7918,19.32,19.32,19.32,113000,2,ON,342,113000,1,OFF,0
12:43:37 PM,F11,RITF,1013.25,29.13,105.31,105.31,27.59,7907,19.32,19.32,19.32,113000,2,ON,342,113000,1,OFF,0
12:43:38 PM,F11,RITF,1013.25,29.13,105.49,105.49,27.57,7922,19.33,19.33,19.33,113000,2,ON,342,113000,1,OFF,0
12:43:39 PM,F11,RITF,1013.25,29.13,105.35,105.35,27.58,7921,19.35,19.35,19.35,113000,2,ON,342,113000,1,OFF,0
12:43:40 PM,F11,RITF,1013.25,29.13,105.15,105.15,27.6,7926,19.35,19.35,19.35,113000,2,ON,343,113000,1,OFF,0
12:43:41 PM,F11,RITF,1013.25,29.13,105.35,105.35,27.58,7920,19.35,19.35,19.35,113000,2,ON,343,113000,1,OFF,0
12:43:42 PM,F11,RITF,1013.25,29.13,105.45,105.45,27.57,7923,19.35,19.35,19.35,113000,2,ON,343,113000,1,OFF,0
12:43:43 PM,F11,RITF,1013.25,29.13,105.25,105.25,27.59,7923,19.35,19.35,19.35,113000,2,ON,343,113000,1,OFF,0
12:43:44 PM,F11,RITF,1013.25,29.13,105.17,105.17,27.6,7924,19.34,19.34,19.34,113000,2,ON,343,113000,1,OFF,0
12:43:45 PM,F11,RITF,1013.25,29.13,105.45,105.45,27.57,7923,19.35,19.35,19.35,113000,2,ON,343,113000,1,OFF,0
12:43:46 PM,F11,RITF,1013.25,29.13,105.47,105.47,27.57,7924,19.34,19.34,19.34,113000,2,ON,343,113000,1,OFF,0
12:43:47 PM,F11,RITF,1013.25,29.13,105.35,105.35,27.58,7921,19.35,19.35,19.35,113000,2,ON,343,113000,1,OFF,0
12:43:48 PM,F11,RITF,1013.25,29.13,105.7,105.7,27.54,7921,19.37,19.37,19.37,113000,2,ON,343,113000,1,OFF,0
12:43:49 PM,F11,RITF,1013.25,29.13,105.7,105.7,27.54,7925,19.37,19.37,19.37,113000,2,ON,343,113000,1,OFF,0
12:43:50 PM,F11,RITF,1013.25,29.13,105.8,105.8,27.53,7921,19.37,19.37,19.37,113000,2,ON,342,113000,1,OFF,0
12:43:51 PM,F11,RITF,1013.25,29.13,105.58,105.58,27.55,7921,19.38,19.38,19.38,113000,2,ON,342,113000,1,OFF,0
12:43:52 PM,F11,RITF,1013.25,29.13,105.56,105.56,27.55,7917,19.39,19.39,19.39,113000,2,ON,342,113000,1,OFF,0
12:43:53 PM,F11,RITF,1013.25,29.13,105.76,105.76,27.53,7927,19.39,19.39,19.39,113000,2,ON,342,113000,1,OFF,0
12:43:54 PM,F11,RITF,1013.25,29.13,105.46,105.46,27.56,7920,19.39,19.39,19.39,113000,2,ON,342,113000,1,OFF,0
12:43:55 PM,F11,RITF,1013.25,29.13,105.64,105.64,27.54,7923,19.4,19.4,19.4,113000,2,ON,342,113000,1,OFF,0
12:43:56 PM,F11,RITF,1013.25,29.13,105.56,105.56,27.55,7916,19.39,19.39,19.39,113000,2,ON,342,113000,1,OFF,0
12:43:57 PM,F11,RITF,1013.25,29.13,105.66,105.66,27.54,7917,19.39,19.39,19.39,113000,2,ON,342,113000,1,OFF,0
12:43:58 PM,F11,RITF,1013.25,29.13,105.31,105.31,27.58,7921,19.37,19.37,19.37,113000,2,ON,342,113000,1,OFF,0
12:43:59 PM,F11,RITF,1013.25,29.13,105.39,105.39,27.57,7921,19.38,19.38,19.38,113000,2,ON,342,113000,1,OFF,0
12:44:00 PM,F11,RITF,1013.25,29.13,105.58,105.58,27.55,7929,19.38,19.38,19.38,113000,2,ON,342,113000,1,OFF,0
12:44:01 PM,F11,RITF,1013.25,29.13,105.17,105.17,27.59,7927,19.39,19.39,19.39,113000,2,ON,342,113000,1,OFF,0
12:44:02 PM,F11,RITF,1013.25,29.13,105.66,105.66,27.54,7929,19.39,19.39,19.39,113000,2,ON,342,113000,1,OFF,0
12:44:03 PM,F11,RITF,1013.25,29.13,105.62,105.62,27.54,7932,19.41,19.41,19.41,113000,2,ON,342,113000,1,OFF,0
12:44:04 PM,F11,RITF,1013.25,29.13,105.64,105.64,27.54,7921,19.4,19.4,19.4,113000,2,ON,342,113000,1,OFF,0
12:44:05 PM,F11,RITF,1013.25,29.13,105.13,105.13,27.59,7926,19.41,19.41,19.41,113000,2,ON,342,113000,1,OFF,0
12:44:06 PM,F11,RITF,1013.25,29.13,105.32,105.32,27.57,7930,19.41,19.41,19.41,113000,2,ON,342,113000,1,OFF,0
12:44:07 PM,F11,RITF,1013.25,29.13,105.78,105.78,27.52,7925,19.43,19.43,19.43,113000,2,ON,342,113000,1,OFF,0
12:44:08 PM,F11,RITF,1013.25,29.13,105.48,105.48,27.55,7920,19.43,19.43,19.43,113000,2,ON,342,113000,1,OFF,0
12:44:09 PM,F11,RITF,1013.25,29.13,105.56,105.56,27.54,7923,19.44,19.44,19.44,113000,2,ON,342,113000,1,OFF,0
12:44:10 PM,F11,RITF,1013.25,29.13,105.56,105.56,27.54,7917,19.44,19.44,19.44,112000,2,ON,337,112000,1,OFF,0
12:44:11 PM,F11,RITF,1013.25,29.13,105.78,105.78,27.52,7912,19.43,19.43,19.43,112000,2,ON,337,112000,1,OFF,0
12:44:12 PM,F11,RITF,1013.25,29.13,105.6,105.6,27.54,7904,19.42,19.42,19.42,112000,2,ON,337,112000,1,OFF,0
12:44:13 PM,F11,RITF,1013.25,29.13,105.4,105.4,27.56,7915,19.42,19.42,19.42,112000,2,ON,337,112000,1,OFF,0
12:44:14 PM,F11,RITF,1013.25,29.13,105.18,105.18,27.58,7910,19.43,19.43,19.43,112000,2,ON,337,112000,1,OFF,0
12:44:15 PM,F11,RITF,1013.25,29.13,105.48,105.48,27.55,7916,19.43,19.43,19.43,112000,2,ON,337,112000,1,OFF,0
12:44:16 PM,F11,RITF,1013.25,29.13,105.38,105.38,27.56,7914,19.43,19.43,19.43,112000,2,ON,337,112000,1,OFF,0
12:44:17 PM,F11,RITF,1013.25,29.13,105.56,105.56,27.54,7920,19.44,19.44,19.44,112000,2,ON,337,112000,1,OFF,0
12:44:18 PM,F11,RITF,1013.25,29.13,105.48,105.48,27.55,7918,19.43,19.43,19.43,112000,2,ON,337,112000,1,OFF,0
12:44:19 PM,F11,RITF,1013.25,29.13,105.28,105.28,27.57,7914,19.43,19.43,19.43,112000,2,ON,337,112000,1,OFF,0
12:44:20 PM,F11,RITF,1013.25,29.13,105.28,105.28,27.57,7921,19.43,19.43,19.43,112000,2,ON,337,112000,1,OFF,0
12:44:21 PM,F11,RITF,1013.25,29.13,105.26,105.26,27.57,7918,19.44,19.44,19.44,112000,2,ON,337,112000,1,OFF,0
12:44:22 PM,F11,RITF,1013.25,29.13,105.38,105.38,27.56,7917,19.43,19.43,19.43,112000,2,ON,337,112000,1,OFF,0
12:44:23 PM,F11,RITF,1013.25,29.13,105.56,105.56,27.54,7920,19.44,19.44,19.44,112000,2,ON,337,112000,1,OFF,0
12:44:24 PM,F11,RITF,1013.25,29.13,105.68,105.68,27.53,7916,19.43,19.43,19.43,112000,2,ON,337,112000,1,OFF,0
12:44:25 PM,F11,RITF,1013.25,29.13,105.46,105.46,27.55,7914,19.44,19.44,19.44,112000,2,ON,337,112000,1,OFF,0
12:44:26 PM,F11,RITF,1013.25,29.13,105.78,105.78,27.52,7918,19.43,19.43,19.43,112000,2,ON,337,112000,1,OFF,0
12:44:27 PM,F11,RITF,1013.25,29.13,105.28,105.28,27.57,7906,19.43,19.43,19.43,112000,2,ON,337,112000,1,OFF,0
12:44:28 PM,F11,RITF,1013.25,29.13,105.6,105.6,27.54,7908,19.42,19.42,19.42,112000,2,ON,337,112000,1,OFF,0
12:44:29 PM,F11,RITF,1013.25,29.13,105.48,105.48,27.55,7899,19.43,19.43,19.43,112000,2,ON,337,112000,1,OFF,0
12:44:30 PM,F11,RITF,1013.25,29.13,105.36,105.36,27.56,7905,19.44,19.44,19.44,112000,2,ON,337,112000,1,OFF,0
12:44:31 PM,F11,RITF,1013.25,29.13,105.58,105.58,27.54,7914,19.43,19.43,19.43,112000,2,ON,336,112000,1,OFF,0
12:44:32 PM,F11,RITF,1013.25,29.13,105.36,105.36,27.56,7921,19.44,19.44,19.44,112000,2,ON,336,112000,1,OFF,0
12:44:33 PM,F11,RITF,1013.25,29.13,105.18,105.18,27.58,7921,19.43,19.43,19.43,112000,2,ON,336,112000,1,OFF,0
12:44:34 PM,F11,RITF,1013.25,29.13,105.56,105.56,27.54,7923,19.44,19.44,19.44,112000,2,ON,336,112000,1,OFF,0
12:44:35 PM,F11,RITF,1013.25,29.13,105.54,105.54,27.54,7918,19.45,19.45,19.45,112000,2,ON,336,112000,1,OFF,0
12:44:36 PM,F11,RITF,1013.25,29.13,105.82,105.82,27.51,7913,19.46,19.46,19.46,112000,2,ON,336,112000,1,OFF,0
12:44:37 PM,F11,RITF,1013.25,29.13,105.3,105.3,27.56,7915,19.47,19.47,19.47,112000,2,ON,336,112000,1,OFF,0
12:44:38 PM,F11,RITF,1013.25,29.13,105.46,105.46,27.54,7915,19.49,19.49,19.49,112000,2,ON,336,112000,1,OFF,0
12:44:39 PM,F11,RITF,1013.25,29.13,105.58,105.58,27.53,7911,19.48,19.48,19.48,112000,2,ON,336,112000,1,OFF,0
12:44:40 PM,F11,RITF,1013.25,29.13,105.28,105.28,27.56,7922,19.48,19.48,19.48,112000,2,ON,336,112000,1,OFF,0
12:44:41 PM,F11,RITF,1013.25,29.13,105.46,105.46,27.54,7922,19.49,19.49,19.49,112000,2,ON,336,112000,1,OFF,0
12:44:42 PM,F11,RITF,1013.25,29.13,105.26,105.26,27.56,7922,19.49,19.49,19.49,112000,2,ON,336,112000,1,OFF,0
12:44:43 PM,F11,RITF,1013.25,29.13,105.18,105.18,27.57,7912,19.48,19.48,19.48,112000,2,ON,336,112000,1,OFF,0
12:44:44 PM,F11,RITF,1013.25,29.13,105.66,105.66,27.52,7906,19.49,19.49,19.49,112000,2,ON,336,112000,1,OFF,0
12:44:45 PM,F11,RITF,1013.25,29.13,105.24,105.24,27.56,7919,19.5,19.5,19.5,112000,2,ON,336,112000,1,OFF,0
12:44:46 PM,F11,RITF,1013.25,29.13,105.44,105.44,27.54,7925,19.5,19.5,19.5,112000,2,ON,336,112000,1,OFF,0
12:44:47 PM,F11,RITF,1013.25,29.13,105.46,105.46,27.54,7922,19.49,19.49,19.49,112000,2,ON,336,112000,1,OFF,0
12:44:48 PM,F11,RITF,1013.25,29.13,105.34,105.34,27.55,7915,19.5,19.5,19.5,112000,2,ON,336,112000,1,OFF,0
12:44:49 PM,F11,RITF,1013.25,29.13,105.63,105.63,27.52,7922,19.5,19.5,19.5,112000,2,ON,336,112000,1,OFF,0
12:44:50 PM,F11,RITF,1013.25,29.13,105.48,105.48,27.54,7924,19.48,19.48,19.48,112000,2,ON,336,112000,1,OFF,0
12:44:51 PM,F11,RITF,1013.25,29.13,105.48,105.48,27.54,7921,19.48,19.48,19.48,112000,2,ON,336,112000,1,OFF,0
12:44:52 PM,F11,RITF,1013.25,29.13,105.66,105.66,27.52,7917,19.49,19.49,19.49,112000,2,ON,336,112000,1,OFF,0
12:44:53 PM,F11,RITF,1013.25,29.13,105.75,105.75,27.51,7917,19.49,19.49,19.49,112000,2,ON,336,112000,1,OFF,0
12:44:54 PM,F11,RITF,1013.25,29.13,105.56,105.56,27.53,7918,19.49,19.49,19.49,112000,2,ON,336,112000,1,OFF,0
12:44:55 PM,F11,RITF,1013.25,29.13,105.63,105.63,27.52,7926,19.5,19.5,19.5,112000,2,ON,336,112000,1,OFF,0
12:44:56 PM,F11,RITF,1013.25,29.13,105.53,105.53,27.53,7970,19.5,19.5,19.5,112000,2,ON,336,112000,1,OFF,0
12:44:57 PM,F11,RITF,1013.25,29.13,105.34,105.34,27.55,7953,19.5,19.5,19.5,112000,2,ON,336,112000,1,OFF,0
12:44:58 PM,F11,RITF,1013.25,29.13,105.14,105.14,27.57,7955,19.5,19.5,19.5,112000,2,ON,336,112000,1,OFF,0
12:44:59 PM,F11,RITF,1013.25,29.13,105.14,105.14,27.57,7963,19.5,19.5,19.5,112000,2,ON,336,112000,1,OFF,0
12:45:00 PM,F11,RITF,1013.25,29.13,105.93,105.93,27.49,7970,19.5,19.5,19.5,112000,2,ON,336,112000,1,OFF,0
12:45:01 PM,F11,RITF,1013.25,29.13,105.14,105.14,27.57,7971,19.5,19.5,19.5,112000,2,ON,336,112000,1,OFF,0
12:45:02 PM,F11,RITF,1013.25,29.13,105.41,105.41,27.54,8047,19.51,19.51,19.51,112000,2,ON,336,112000,1,OFF,0
12:45:03 PM,F11,RITF,1013.25,29.13,105.51,105.51,27.53,8069,19.51,19.51,19.51,112000,2,ON,336,112000,1,OFF,0
12:45:04 PM,F11,RITF,1013.25,29.13,104.72,104.72,27.61,8098,19.51,19.51,19.51,112000,2,ON,336,112000,1,OFF,0
12:45:05 PM,F11,RITF,1013.25,29.13,104.33,104.33,27.65,8098,19.51,19.51,19.51,112000,2,ON,336,112000,1,OFF,0
12:45:06 PM,F11,RITF,1013.25,29.13,104.33,104.33,27.65,8127,19.51,19.51,19.51,112000,2,ON,336,112000,1,OFF,0
12:45:07 PM,F11,RITF,1013.25,29.13,103.92,103.92,27.69,8145,19.52,19.52,19.52,112000,2,ON,336,112000,1,OFF,0
12:45:08 PM,F11,RITF,1013.25,29.13,103.33,103.33,27.75,8148,19.52,19.52,19.52,112000,2,ON,336,112000,1,OFF,0
12:45:09 PM,F11,RITF,1013.25,29.13,103.24,103.24,27.76,8159,19.52,19.52,19.52,112000,2,ON,336,112000,1,OFF,0
12:45:10 PM,F11,RITF,1013.25,29.13,103.02,103.02,27.78,8164,19.53,19.53,19.53,112000,2,ON,336,112000,1,OFF,0
12:45:11 PM,F11,RITF,1013.25,29.13,102.73,102.73,27.81,8154,19.53,19.53,19.53,112000,2,ON,336,112000,1,OFF,0
12:45:12 PM,F11,RITF,1013.25,29.13,102.42,102.42,27.84,8153,19.54,19.54,19.54,112000,2,ON,336,112000,1,OFF,0
12:45:13 PM,F11,RITF,1013.25,29.13,102.62,102.62,27.82,8147,19.54,19.54,19.54,112000,2,ON,336,112000,1,OFF,0
12:45:14 PM,F11,RITF,1013.25,29.13,102.71,102.71,27.81,8150,19.54,19.54,19.54,112000,2,ON,336,112000,1,OFF,0
12:45:15 PM,F11,RITF,1013.25,29.13,102.33,102.33,27.85,8126,19.54,19.54,19.54,112000,2,ON,336,112000,1,OFF,0
12:45:16 PM,F11,RITF,1013.25,29.13,102.52,102.52,27.83,8212,19.54,19.54,19.54,112000,2,ON,336,112000,1,OFF,0
12:45:17 PM,F11,RITF,1013.25,29.13,102.16,102.16,27.87,8210,19.53,19.53,19.53,112000,2,ON,336,112000,1,OFF,0
12:45:18 PM,F11,RITF,1013.25,29.13,102.25,102.25,27.86,8225,19.53,19.53,19.53,112000,2,ON,336,112000,1,OFF,0
12:45:19 PM,F11,RITF,1013.25,29.13,102.18,102.18,27.87,8225,19.52,19.52,19.52,112000,2,ON,336,112000,1,OFF,0
12:45:20 PM,F11,RITF,1013.25,29.13,101.87,101.87,27.9,8231,19.53,19.53,19.53,112000,2,ON,336,112000,1,OFF,0
12:45:21 PM,F11,RITF,1013.25,29.13,101.68,101.68,27.92,8232,19.53,19.53,19.53,112000,2,ON,337,112000,1,OFF,0
12:45:22 PM,F11,RITF,1013.25,29.13,101.4,101.4,27.95,8247,19.53,19.53,19.53,112000,2,ON,337,112000,1,OFF,0
12:45:23 PM,F11,RITF,1013.25,29.13,101.38,101.38,27.95,8260,19.54,19.54,19.54,112000,2,ON,337,112000,1,OFF,0
12:45:24 PM,F11,RITF,1013.25,29.13,101.64,101.64,27.92,8208,19.55,19.55,19.55,112000,2,ON,337,112000,1,OFF,0
12:45:25 PM,F11,RITF,1013.25,29.13,101.49,101.49,27.94,8118,19.53,19.53,19.53,112000,2,ON,337,112000,1,OFF,0
12:45:26 PM,F11,RITF,1013.25,29.13,101.24,101.24,27.96,8159,19.56,19.56,19.56,112000,2,ON,337,112000,1,OFF,0
12:45:27 PM,F11,RITF,1013.25,29.13,101.22,101.22,27.96,8147,19.57,19.57,19.57,112000,2,ON,337,112000,1,OFF,0
12:45:28 PM,F11,RITF,1013.25,29.13,100.84,100.84,28,8147,19.57,19.57,19.57,112000,2,ON,337,112000,1,OFF,0
12:45:29 PM,F11,RITF,1013.25,29.13,101.11,101.11,27.97,8140,19.58,19.58,19.58,112000,2,ON,337,112000,1,OFF,0
12:45:30 PM,F11,RITF,1013.25,29.13,100.99,100.99,27.98,8144,19.59,19.59,19.59,112000,2,ON,337,112000,1,OFF,0
12:45:31 PM,F11,RITF,1013.25,29.13,101.39,101.39,27.94,8132,19.58,19.58,19.58,112000,2,ON,335,112000,1,OFF,0
12:45:32 PM,F11,RITF,1013.25,29.13,101.11,101.11,27.97,8155,19.58,19.58,19.58,112000,2,ON,335,112000,1,OFF,0
12:45:33 PM,F11,RITF,1013.25,29.13,101.34,101.34,27.95,8109,19.56,19.56,19.56,112000,2,ON,335,112000,1,OFF,0
12:45:34 PM,F11,RITF,1013.25,29.13,101.24,101.24,27.96,8044,19.56,19.56,19.56,112000,2,ON,335,112000,1,OFF,0
12:45:35 PM,F11,RITF,1013.25,29.13,101.03,101.03,27.98,8017,19.57,19.57,19.57,112000,2,ON,335,112000,1,OFF,0
12:45:36 PM,F11,RITF,1013.25,29.13,101.39,101.39,27.94,7995,19.58,19.58,19.58,112000,2,ON,335,112000,1,OFF,0
12:45:37 PM,F11,RITF,1013.25,29.13,101.01,101.01,27.98,7990,19.58,19.58,19.58,112000,2,ON,335,112000,1,OFF,0
12:45:38 PM,F11,RITF,1013.25,29.13,101.26,101.26,27.95,8021,19.6,19.6,19.6,112000,2,ON,335,112000,1,OFF,0
12:45:39 PM,F11,RITF,1013.25,29.13,100.99,100.99,27.98,8038,19.59,19.59,19.59,112000,2,ON,335,112000,1,OFF,0
12:45:40 PM,F11,RITF,1013.25,29.13,101.39,101.39,27.94,8066,19.58,19.58,19.58,112000,2,ON,335,112000,1,OFF,0
12:45:41 PM,F11,RITF,1013.25,29.13,101.22,101.22,27.96,8037,19.57,19.57,19.57,112000,2,ON,334,112000,1,OFF,0
12:45:42 PM,F11,RITF,1013.25,29.13,101.89,101.89,27.89,7849,19.57,19.57,19.57,112000,2,ON,334,112000,1,OFF,0
12:45:43 PM,F11,RITF,1013.25,29.13,102.65,102.65,27.81,7905,19.57,19.57,19.57,112000,2,ON,334,112000,1,OFF,0
12:45:44 PM,F11,RITF,1013.25,29.13,102.36,102.36,27.84,7961,19.57,19.57,19.57,112000,2,ON,334,112000,1,OFF,0
12:45:45 PM,F11,RITF,1013.25,29.13,102.52,102.52,27.82,8046,19.59,19.59,19.59,112000,2,ON,334,112000,1,OFF,0
12:45:46 PM,F11,RITF,1013.25,29.13,102.59,102.59,27.81,8038,19.6,19.6,19.6,112000,2,ON,334,112000,1,OFF,0
12:45:47 PM,F11,RITF,1013.25,29.13,102.81,102.81,27.79,7958,19.59,19.59,19.59,112000,2,ON,334,112000,1,OFF,0
12:45:48 PM,F11,RITF,1013.25,29.13,103,103,27.77,8001,19.59,19.59,19.59,112000,2,ON,334,112000,1,OFF,0
12:45:49 PM,F11,RITF,1013.25,29.13,103.07,103.07,27.76,8013,19.6,19.6,19.6,112000,2,ON,334,112000,1,OFF,0
12:45:50 PM,F11,RITF,1013.25,29.13,103.48,103.48,27.72,7983,19.59,19.59,19.59,112000,2,ON,334,112000,1,OFF,0
12:45:51 PM,F11,RITF,1013.25,29.13,103.46,103.46,27.72,8040,19.6,19.6,19.6,112000,2,ON,334,112000,1,OFF,0
12:45:52 PM,F11,RITF,1013.25,29.13,103.25,103.25,27.74,8010,19.61,19.61,19.61,112000,2,ON,334,112000,1,OFF,0
12:45:53 PM,F11,RITF,1013.25,29.13,103.46,103.46,27.72,7943,19.6,19.6,19.6,112000,2,ON,334,112000,1,OFF,0
12:45:54 PM,F11,RITF,1013.25,29.13,103.87,103.87,27.68,7961,19.59,19.59,19.59,112000,2,ON,334,112000,1,OFF,0
12:45:55 PM,F11,RITF,1013.25,29.13,104.26,104.26,27.64,7966,19.59,19.59,19.59,112000,2,ON,334,112000,1,OFF,0
12:45:56 PM,F11,RITF,1013.25,29.13,103.87,103.87,27.68,7970,19.59,19.59,19.59,112000,2,ON,334,112000,1,OFF,0
12:45:57 PM,F11,RITF,1013.25,29.13,103.79,103.79,27.69,7972,19.58,19.58,19.58,112000,2,ON,334,112000,1,OFF,0
12:45:58 PM,F11,RITF,1013.25,29.13,103.97,103.97,27.67,7978,19.59,19.59,19.59,112000,2,ON,334,112000,1,OFF,0
12:45:59 PM,F11,RITF,1013.25,29.13,104.54,104.54,27.61,7973,19.6,19.6,19.6,112000,2,ON,334,112000,1,OFF,0
12:46:00 PM,F11,RITF,1013.25,29.13,104.38,104.38,27.63,7975,19.58,19.58,19.58,112000,2,ON,334,112000,1,OFF,0
12:46:01 PM,F11,RITF,1013.25,29.13,104.56,104.56,27.61,7960,19.59,19.59,19.59,112000,2,ON,334,112000,1,OFF,0
12:46:02 PM,F11,RITF,1013.25,29.13,104.46,104.46,27.62,7952,19.59,19.59,19.59,112000,2,ON,336,112000,1,OFF,0
12:46:03 PM,F11,RITF,1013.25,29.13,104.76,104.76,27.59,7951,19.59,19.59,19.59,112000,2,ON,336,112000,1,OFF,0
12:46:04 PM,F11,RITF,1013.25,29.13,104.26,104.26,27.64,7941,19.59,19.59,19.59,112000,2,ON,336,112000,1,OFF,0
12:46:05 PM,F11,RITF,1013.25,29.13,104.44,104.44,27.62,7936,19.6,19.6,19.6,112000,2,ON,336,112000,1,OFF,0
12:46:06 PM,F11,RITF,1013.25,29.13,104.44,104.44,27.62,7922,19.6,19.6,19.6,112000,2,ON,336,112000,1,OFF,0
12:46:07 PM,F11,RITF,1013.25,29.13,104.54,104.54,27.61,7916,19.6,19.6,19.6,112000,2,ON,336,112000,1,OFF,0
12:46:08 PM,F11,RITF,1013.25,29.13,104.81,104.81,27.58,7914,19.61,19.61,19.61,112000,2,ON,336,112000,1,OFF,0
12:46:09 PM,F11,RITF,1013.25,29.13,104.91,104.91,27.57,7918,19.61,19.61,19.61,112000,2,ON,336,112000,1,OFF,0
12:46:10 PM,F11,RITF,1013.25,29.13,104.69,104.69,27.59,7934,19.62,19.62,19.62,112000,2,ON,336,112000,1,OFF,0
12:46:11 PM,F11,RITF,1013.25,29.13,104.91,104.91,27.57,7933,19.61,19.61,19.61,112000,2,ON,336,112000,1,OFF,0
12:46:12 PM,F11,RITF,1013.25,29.13,104.99,104.99,27.56,7922,19.62,19.62,19.62,112000,2,ON,336,112000,1,OFF,0
12:46:13 PM,F11,RITF,1013.25,29.13,104.79,104.79,27.58,7925,19.62,19.62,19.62,112000,2,ON,336,112000,1,OFF,0
12:46:14 PM,F11,RITF,1013.25,29.13,104.99,104.99,27.56,7912,19.62,19.62,19.62,112000,2,ON,336,112000,1,OFF,0
12:46:15 PM,F11,RITF,1013.25,29.13,105.19,105.19,27.54,7928,19.62,19.62,19.62,112000,2,ON,336,112000,1,OFF,0
12:46:16 PM,F11,RITF,1013.25,29.13,104.89,104.89,27.57,7935,19.62,19.62,19.62,112000,2,ON,336,112000,1,OFF,0
12:46:17 PM,F11,RITF,1013.25,29.13,104.91,104.91,27.57,7916,19.61,19.61,19.61,112000,2,ON,336,112000,1,OFF,0
12:46:18 PM,F11,RITF,1013.25,29.13,105.31,105.31,27.53,7915,19.61,19.61,19.61,112000,2,ON,336,112000,1,OFF,0
12:46:19 PM,F11,RITF,1013.25,29.13,105.03,105.03,27.56,7910,19.6,19.6,19.6,112000,2,ON,336,112000,1,OFF,0
12:46:20 PM,F11,RITF,1013.25,29.13,105.13,105.13,27.55,7912,19.6,19.6,19.6,112000,2,ON,336,112000,1,OFF,0
12:46:21 PM,F11,RITF,1013.25,29.13,105.13,105.13,27.55,7913,19.6,19.6,19.6,112000,2,ON,336,112000,1,OFF,0
12:46:22 PM,F11,RITF,1013.25,29.13,105.43,105.43,27.52,7915,19.6,19.6,19.6,112000,2,ON,336,112000,1,OFF,0
12:46:23 PM,F11,RITF,1013.25,29.13,104.91,104.91,27.57,7921,19.61,19.61,19.61,112000,2,ON,336,112000,1,OFF,0
12:46:24 PM,F11,RITF,1013.25,29.13,105.49,105.49,27.51,7921,19.62,19.62,19.62,112000,2,ON,336,112000,1,OFF,0
12:46:25 PM,F11,RITF,1013.25,29.13,105.11,105.11,27.55,7916,19.61,19.61,19.61,112000,2,ON,336,112000,1,OFF,0
12:46:26 PM,F11,RITF,1013.25,29.13,105.39,105.39,27.52,7904,19.62,19.62,19.62,112000,2,ON,336,112000,1,OFF,0
12:46:27 PM,F11,RITF,1013.25,29.13,105.27,105.27,27.53,7893,19.63,19.63,19.63,112000,2,ON,336,112000,1,OFF,0
12:46:28 PM,F11,RITF,1013.25,29.13,105.09,105.09,27.55,7897,19.62,19.62,19.62,112000,2,ON,336,112000,1,OFF,0
